Name,County,Location,Dedicated Date,Latitude,Longitude,Marker Type,Missing?,Categories,Marker Text
"German Society of Pennsylvania, The",Philadelphia,"611 Spring Garden St., Philadelphia","Monday, October 06, 2008",39.96155,-75.14918,Roadside,No,Ethnic & Immigration,"The oldest German American organization in the US was founded Dec. 26, 1764, in Philadelphia to provide legal aid, welfare, and language support to German immigrants. Its library, containing one of the nationês largest German collections, is used by the public and scholars world-wide. The Society moved here in 1888 and continues to preserve German culture and heritage through language instruction, as well as music and educational programs."
Schuylkill Navy of Philadelphia,Philadelphia,"#4 Boathouse Row, Kelly Dr., Philadelphia","Saturday, October 11, 2008",39.96945,-75.1862,Roadside,No,"Buildings & Architecture, Sports & Recreation","The oldest governing body of amateur athletics in America was established in 1858. Rowing club members have participated in competitions at local, national, and international levels. Three-time Olympic gold medalist John B. Kelly Sr. served as commodore, 1935-1940. It hosts some of the largest regattas in the world on the Schuylkill River, one of the nationês premier courses. Boathouse Row here is an icon of Philadelphia and of rowing."
Philadelphia Sketch Club,Philadelphia,"235 S Camac St., Philadelphia","Saturday, October 11, 2008",39.9474,-75.16164,City,No,Artists,"Americaês oldest artists club was founded in 1860 to improve illustration skills. Artists found that social interaction enhanced the creation and appreciation of art. Members included Eakins, Anshutz, Breckenridge, Grafly, Horter, Moran, Pennell, Pitz, Sayen, Wagner, and Wyeth."
Walnut Lane Bridge,Philadelphia,"Walnut Ln., SW side of bridge over Wissahickon Creek (Roxborough side), Philadelphia","Saturday, October 18, 2008",40.02136,-75.19151,Roadside,No,"Bridges, Business & Industry, Transportation","When completed in 1908, it was significant for its early use of concrete in bridge construction and as the worldês largest concrete arch bridge. Reformers of the era praised its utility and design. Connecting Germantown and Roxborough, it reduced the travel time between the two neighborhoods from a half-day to minutes, and promoted business and social interaction. This engineering marvel remains a vital transportation artery for Philadelphia."
Walnut Lane Bridge,Philadelphia,"Walnut Ln., NE side of bridge over Wissahickon Creek (Germantown side), Philadelphia","Saturday, October 18, 2008",40.03298,-75.19912,Roadside,No,"Bridges, Business & Industry, Transportation","When completed in 1908, it was significant for its early use of concrete in bridge construction and as the worldês largest concrete arch bridge. Reformers of the era praised its utility and design. Connecting Germantown and Roxborough, it reduced the travel time between the two neighborhoods from a half-day to minutes, and promoted business and social interaction. This engineering marvel remains a vital transportation artery for Philadelphia."
Printz's (Old Swedes) Mill,Philadelphia,"7303 Woodland Ave., next to Cobbs Creek, Philadelphia","Saturday, October 18, 2008",39.91711,-75.24693,Roadside,No,"Business & Industry, Early Settlement, Mills, Native American, William Penn","The first European water-powered mill in what is now Pa. was built here c. 1645 by New Sweden governor, Johann Printz. New Sweden Colony was established in 1638 and existed until 1655, when the Dutch, and later, William Penn claimed the territory. Built along the Great Minquas Path, the primitive Norse or Splash grist mill was among the first industrial sites in Pa. Its square anchoring holes remain, visible below the mill dam constructed later."
Joseph and Amy Cassey (1789-1848)/(1809-56),Philadelphia,"S 4th St. between Chestnut and Market, Philadelphia.","Friday, March 13, 2009",39.94924,-75.14785,City,No,"African American, Professions & Vocations","This prominent, wealthy African American abolitionist couple founded intellectual and benevolent societies for blacks. Dealing in real estate, Joseph provided rentals and loans to both blacks and whites at his barbershop here. Amy was active in the Female Anti-Slavery Soc."
Betsy Ross (1752-1836),Philadelphia,"239 Arch St., Philadelphia","Monday, April 27, 2009",39.95226,-75.14473,City,No,"American Revolution, Professions & Vocations, Women","Credited with making the first stars and stripes flag, Ross was a successful upholsterer. She produced flags for the government for over 50 years. As a skilled artisan, Ross represents the many women who supported their families during the Revolution and early Republic."
Hershey's First Candy Store,Philadelphia,"935 Spring Garden St., Philadelphia","Monday, June 01, 2009",39.96163,-75.1543,Roadside,No,"Business & Industry, Entrepreneurs, Professions & Vocations","Milton Snavely Hershey opened his first candy business here on June 1, 1876, at eighteen years of age. The confectionery shop produced and sold candies, nuts, and baked goods. Although initially successful, credit issues led to its closure. Undeterred, Hershey founded the Lancaster Caramel Co. in 1886, which became extremely profitable. Established as a subsidiary of that company, the Hershey Chocolate Co. achieved international success."
"Liberation of Jane Johnson, The",Philadelphia,"211 S Columbus Blvd., Penn's Landing near Walnut St. pedestrian walkway and entrance to Independence Seaport Museum, Philadelphia","Saturday, July 18, 2009",39.94637,-75.14065,Roadside,No,"African American, Government & Politics 19th Century, Women","In 1855, an enslaved woman and her two sons found freedom, aided by abolitionists William Still, Passmore Williamson, and other Underground Railroad activists. They escaped from their Southern owner while being transported through Philadelphia and settled later in Boston. The incident, which occurred nearby, and Williamsonês subsequent imprisonment and famous trial attracted national attention, further intensifying the North-South conflict."
Baldwin Locomotive Works,Philadelphia,"Franklintown Park, SW corner, N 19th & Hamilton Sts., Philadelphia","Saturday, September 26, 2009",39.96193,-75.16952,Roadside,No,"Business & Industry, Railroads","For years the nationês leading locomotive manufacturer, it exported products worldwide. Established here by Matthias Baldwin in 1835, it was an early example of integrated industrial organization, employing more than 15,000 workers. Its 39 buildings encompassed 17 acres and transformed the surrounding area from a rural estate to one of the cityês first factory neighborhoods. Relocating to Eddystone in 1928, it ceased production 1956."
Thomas E. Cahill (1828-1878),Philadelphia,"E side of N Broad St., between Vine & Pearl, Philadelphia","Tuesday, September 29, 2009",39.95829,-75.16222,Roadside,No,"Education, Entrepreneurs, Ethnic & Immigration, Religion","Entrepreneur and philanthropist who bequeathed the bulk of his estate to establish Roman Catholic High School for Boys, the first free Catholic high school in the US. Founded here in 1890, the school initiated a diocesan high school system that became a model throughout the nation. Coming from a poor immigrant family, Cahill sought to provide young men from similar backgrounds with the secondary education denied him."
"Solitude, The",Philadelphia,"at site on Phila. Zoo grounds, 3400 W Girard Ave., Philadelphia","Sunday, October 11, 2009",39.97198,-75.1957,City,No,"Buildings & Architecture, William Penn","Designed and built in 1784 as a riverside villa by John Penn, Jr., it served as a model for country houses of the Federal period (c. 1775-1830). Administered by the Philadelphia Zoo since 1874, the original Adam Style features, including elegant plaster ceilings, are preserved."
Wills Eye Hospital,Philadelphia,"840 Walnut St., Philadelphia","Friday, October 09, 2009",39.94811,-75.15579,City,No,"Education, Invention, Science & Medicine, Professions & Vocations","In operation since 1834, Wills was the first US medical facility dedicated to the treatment of eyes and first to train residents in ophthalmology. Committed to patient care, research, and education, Wills is known worldwide for its surgical and medical innovations in eye care."
Thomas Ustick Walter (1804-1877),Philadelphia,"1218 Arch St., Philadelphia","Thursday, October 29, 2009",39.95407,-75.16051,City,No,"Buildings & Architecture, Professions & Vocations","Nationally prominent Philadelphia architect who designed the US Capitol dome and wings and Girard College. He was consulting architect for Philadelphiaês City Hall. A founder of the American Institute of Architects, he served as its president. Walter lived near here 1837-41."
Christopher Saur (1693-1758),Philadelphia,"at Trinity Lutheran Church, 5300 Germantown Ave., Phila.","Sunday, April 19, 2009",40.03211,-75.16885,City,No,"Ethnic & Immigration, Professions & Vocations, Publishing & Journalism, Religion","A pioneer printer in colonial America, Saur produced the nationês first European language Bible here in 1743. He printed the most widely read German newspaper & used his press to alert the public to German causes. He aided fellow German immigrants with his money and influence."
Frank N. Piasecki (1919-2008),Philadelphia,"1937 Callowhill St., north side of Callowhill between 19th & 20th","Saturday, April 17, 2010",39.96087,-75.1711,Roadside,No,"Business & Industry, Invention, Military, Professions & Vocations","Aviation pioneer Piasecki developed and flew the 2nd helicopter in the US and the worldês 1st tandem rotor helicopter, initiating the 1st practical use of rotorcraft in the 1940s. His original company, started here, now a division of Boeing, is a world leader in helicopter production. In 1956, he founded Piasecki Aircraft Corp., continuing development of innovative advanced rotorcraft. Awarded the National Medal of Technology in 1986."
Freedom Now Rally,Philadelphia,"intersection of 40th St., Lancaster Ave., and Haverford Ave., Philadelphia","Saturday, June 19, 2010",39.96296,-75.20232,Roadside,No,"African American, Civil Rights, Government & Politics 20th Century","On August 3, 1965, Dr. Martin Luther King addressed a crowd of 10,000 at this intersection. His –Freedom Now” tour to Philadelphia, Chicago, Cleveland, and Boston was in gratitude for support given to his Southern Christian Leadership Conference. King brought his message into northern Black neighborhoods, supporting local civil rights efforts and raising funds. His goal was to empower the formation of a coalition to address their common concerns."
Lorenzo L. Langstroth (1810-1895),Philadelphia,"106 S Front St., Phila.","Friday, September 10, 2010",39.94802,-75.14248,City,No,"Business & Industry, Invention, Science & Medicine, Writers","Born here, Langstroth revolutionized the beekeeping industry with his 1852 patented moveable frame hive and his manual, The Hive and the Honey-Bee. Both remain in use today. His innovations advanced beekeeping, pollination, and honey production worldwide."
Philadelphia Chinatown,Philadelphia,913 Race St.,"Friday, October 08, 2010",39.95515,-75.15501,City,No,Ethnic & Immigration,"Founded in the 1870s by Chinese immigrants, it is the only –Chinatown” in Pennsylvania. This unique neighborhood includes businesses and residences owned by, and serving, Chinese Americans. Here, Asian cultural traditions are preserved and ethnic identity perpetuated."
Historical Society of Pennsylvania,Philadelphia,1300 Locust St.,"Monday, October 25, 2010",39.94806,-75.16261,City,No,Education,"Among the oldest of its kind in the nation, the special collections library holds many of the nationês important founding documents. Founded by prominent citizens in 1824 and located here since 1884, it traces Americaês history from the 17th century to the present."
William Allen (1704-1780),Philadelphia,"7300 Germantown Ave., near Allen's Ln., at Lutheran Seminary","Saturday, September 26, 2009",40.06096,-75.19151,Roadside,No,,"One of colonial America's wealthiest men, Allen supported construction of the state house, now Independence Hall. He helped establish Pennsylvania Hospital and the Academy and College of Philadelphia, which became the University of Pa. He founded the City of Allentown and was Chief Justice of the Pa. Supreme Court. Initially supporting colonial interests, he became a Loyalist until he died here at his estate, Mt. Airy, for which the community is named."
NFL Films,Philadelphia,230 N 13th St.,"Thursday, July 23, 2009",39.95678,-75.16031,City,No,,"Founded here in 1965, the filmmaking arm of the National Football League helped propel the NFL to popularity in the US. The company's creative innovations won it numerous Emmys, gave fans a new perspective on the game, and revolutionized the presentation of sports on TV."
Moyamensing Prison,Philadelphia,"1400 S 10th St., at corner of Reed, Philadelphia","Wednesday, May 04, 2011",39.93187,-75.16111,Roadside,No,,"Opened in 1835, Thomas U. Walter designed it with elements of Egyptian Revival style and following the revolutionary principle of isolated confinement. With later additions, it could house nearly 5000 inmates - African Americans and women in separate wings. H. H. Holmes, considered Americas first serial killer, was executed here. The last hanging in Pa. took place here in 1916, soon replaced by electrocution. Closed in 1963, it was razed in 1968."
Arthur Lee Hall (1934-2000),Philadelphia,"2544 N Germantown Ave., Philadelphia","Saturday, June 11, 2011",39.9909,-75.14826,City,No,"African American, Music & Theater, Performers","Pioneering African American dancer and choreographer. Hallês innovative infusion of African dance, drumming, and culture into his productions transformed American modern dance. The Ile Ife Black Humanitarian Center, which was here, served as his home and studio."
Herman Herzog (1831-1932),Philadelphia,4101 Pine St.,"Monday, September 12, 2011",39.95107,-75.20582,Roadside,No,"Artists, Ethnic & Immigration","A prolific landscape artist of over 1000 paintings, Herzog is associated with the 19th century Hudson River School American art movement, which captured unspoiled landscapes across the US. A notable artist in his native Germany, patrons included royalty throughout Europe. Moving to the US in the 1860s, he won many awards, including an 1876 Philadelphia Centennial medal. His home, studio, and birthplace of artist son, Lewis, were here."
Union Fire Company (1736-1843),Philadelphia,"Market St., between 2nd & 3rd (Grindstone Alley)","Saturday, October 01, 2011",39.95006,-75.14453,City,No,"Cities & Towns, Government & Politics 18th Century, Invention, Police and Safety","This first truly volunteer fire company in the US served as a model for others across the nation. Members, including Ben Franklin, purchased tools stored here in Grindstone Alley, helped provide a fire bell, buckets, and an engine for the city, and developed the idea of fire insurance."
Giovanni's Room,Philadelphia,"NE corner, S 12th & Pine Sts., Philadelphia","Sunday, October 09, 2011",39.94501,-75.16128,City,No,"Buildings & Architecture, Civil Rights","Founded in 1973, the bookstore served as a refuge and cultural center at the onset of the modern lesbian, gay, bisexual, and transgender (LGBT) civil-rights movement. The store provided resources to those working to gain legal rights for LGBT people."
Sister Rosetta Tharpe (1915-1973),Philadelphia,"1102 Master St., Philadelphia","Monday, October 24, 2011",39.97377,-75.15377,City,No,"African American, Music & Theater, Performers, Religion, Women","One of gospel musicês first crossover super-stars, she popularized the genre by including secular music elements. A guitar virtuoso and charismatic performer throughout America and Europe, she toured with Count Basie, Cab Calloway, and Benny Goodman. Her home was here."
US Sanitary Commission Great Central Fair,Philadelphia,"Logan Sq., 19th & Ben Franklin Pkwy., near Swann Fountain, Philadelphia","Saturday, June 16, 2012",39.95744,-75.17083,Roadside,No,"Abraham Lincoln, Civil War, Government & Politics 19th Century, Military, Women","Held at Logan Square from June 7_28, 1864, this event raised more than one million dollars for the Union cause during the Civil War. Formed to coordinate efforts of women volunteering to support the war effort, the Commission gave relief and comfort to soldiers and their families. In his only official public appearance in Philadelphia, President Abraham Lincoln addressed the crowd on June 16, praising the important work of the organization."
Frank Furness (1839-1912),Philadelphia,"1426 Pine St., Philadelphia","Friday, September 14, 2012",39.94567,-75.16642,City,No,"Buildings & Architecture, Professions & Vocations","A nationally influential architect, his forceful designs and bold use of industrial materials helped shape American modernism. His works include the Pa. Academy of Fine Arts and U. of Penn Library. Apprentice to Richard Morris Hunt and mentor to Louis Sullivan, Furness was born here."
Pennypack Creek Bridge,Philadelphia,"Pennypack Park, Frankford Ave. & Solly Ave., Philadelphia","Saturday, October 13, 2012",40.04373,-75.02162,Roadside,No,"American Revolution, Bridges, Early Settlement, Native American, Roads","Built circa 1697 at a Lenape Indian trail crossing, it is the oldest roadway bridge in continuous use in the nation. The tri-arch stone span was an important link on the King's Highway, one of America's oldest roads. It served American and French combined forces on the march to Yorktown, known as the Rochambeau Route, in 1781. The only major modification to the bridge was widening in 1893; the upstream side is essentially unchanged from the original."
Robert Aitken (1734-1802),Philadelphia,"11 Market St., Philadelphia","Friday, October 19, 2012",39.94965,-75.14258,Roadside,No,"American Revolution, Government & Politics 18th Century, Professions & Vocations, Publishing & Journalism, Religion","An influential revolutionary-era printer, he operated a shop on this block. In 1782, Aitken printed the nationês first complete English Bible. It received endorsement from Congress, and was the only new Bible available to colonists due to printing restrictions and import embargoes. He also published the Journals of Congress, its official proceedings, and The Pennsylvania Magazine which introduced the writings of Thomas Paine to America."
"Kelly Family, The",Philadelphia,"3901 Henry Ave., Philadelphia","Saturday, October 27, 2012",40.01838,-75.18916,Roadside,No,"Government & Politics 20th Century, Motion Pictures & Television, Performers, Sports & Recreation, Women","This famous family lived in the home built here by John B. Kelly. A successful businessman active in city politics, Jack was a 3-time Olympic gold medal winner in the 1920s for rowing. Son John Jr. (""Kell"") won the Diamond Scull at the 1947 British Henley Regatta and a bronze medal at the 1956 Olympics. Both father and son were named to US Rowing and Olympic Halls of Fame. Daughter Grace was an Academy Award-winning actress and Princess of Monaco."
"SPHAs Basketball Team, The",Philadelphia,"Broad & Wood Sts., Philadelphia","Sunday, April 14, 2013",39.95883,-75.16232,Roadside,No,"Basketball, Ethnic & Immigration, Sports & Recreation","The South Philadelphia Hebrew Association was a dominant professional team from 1918 to 1959, winning 12 league championships. During its heyday in the 1930s, the team was all Jewish. Owner/coach Eddie Gottlieb was a seminal figure in the establishment of the NBA. Instrumental in the growth of pro basketball in its formative years, in later years the team toured with the Harlem Globetrotters. Home games were played here at the former Broadwood Hotel."
Academy of Natural Sciences,Philadelphia,"302 Market St., Philadelphia","Wednesday, May 15, 2013",39.95011,-75.14599,City,No,"Education, Science & Medicine","Founded nearby in 1812, it is the oldest natural science institution in the Americas. It remains an invaluable resource for the study of life on Earth, with outstanding exhibits and scientific collections. Relocated to Logan Square in 1876, part of Drexel University since 2011."
Pennepack Baptist Church,Philadelphia,"8732 Krewstown Rd., Philadelphia","Saturday, June 01, 2013",40.08113,-75.05098,Roadside,No,"Buildings & Architecture, Early Settlement, Religion, William Penn",It was founded in 1688 by Welsh and English Baptists led by Rev. Elias Keach who sought the religious freedom of William Penn's colony. It was the first permanent Baptist church in Pa. and mother church of Baptist congregations in the mid-Atlantic region. The nearby Pennypack Creek was utilized for baptisms. The cemetery's first recorded burial was in 1692. The existing 1805 church is built on the original 1707 meetinghouse foundation.
Mason-Dixon Survey,Philadelphia,"Front & South Sts., Philadelphia","Friday, August 30, 2013",39.94089,-75.14369,Roadside,No,"Exploration, Government & Politics 17th Century, Government & Politics 18th Century, Science & Medicine, Native American, Professions & Vocations","Here, in 1763, the southernmost point of Philadelphia was determined as the starting point for the survey of one of the most important borders in the nation. Charles Mason and Jeremiah Dixon took scientific measurements of a degree of latitude, elevating professional surveying standards. The survey ended a land dispute begun by William Penn and Lord Baltimore. Western Pa. Indian wars and severe weather delayed completion of the line until 1768."
Fairmount Water Works,Philadelphia,"At waterworks, corner of Waterworks Dr. & Kelly Dr., Philadelphia","Wednesday, April 09, 1997",39.96906,-75.18461,Roadside,No,"Buildings & Architecture, Business & Industry, Science & Medicine","Centerpiece of Philadelphia's water system, 1815-1909. The neoclassical buildings, designed by Frederick Graff and Frederic Graff, Jr., concealed huge machines that pumped Schuylkill River water to a reservoir above, whence it flowed to the city. Power was originally supplied by Oliver Evans' high-pressure steam engine, the largest of its day. After 1821 the pumps were driven by breast wheels; after 1851, by turbines."
Wood Street Riverbank Steps,Philadelphia,"323 N Front St., between Vine & Callowhill Sts., Philadelphia","Saturday, October 12, 2013",39.95624,-75.1401,City,No,"Business & Industry, Government & Politics 18th Century, Transportation, William Penn","The steps here are the only surviving example of ten passageways along the original Delaware River bank commissioned by William Penn in the early 1700s. Providing public access to the river wharves, the steps promoted transportation, commerce, and westward expansion in Pa."
William Lewis (1751-1819),Philadelphia,"Historic Strawberry Mansion, 2450 Strawberry Mansion Dr., Philadelphia","Saturday, October 19, 2013",39.99408,-75.18932,Roadside,No,"African American, Government & Politics 18th Century, Professions & Vocations","Philadelphia judge, lawyer, and abolitionist, Lewis played an important role in the drafting and passage of the 1780 –Act for the Gradual Abolition of Slavery.” It was the first abolition legislation in America. Lewis maintained an anti-slavery stance throughout his life as a counselor for the Pa. Abolition Society, defending the rights of slaves freed under this Act. Historic Strawberry Mansion, built in 1789, was Lewisês summer home."
Eddie Gottlieb (1898-1979),Philadelphia,"S Phila. High School, Snyder Ave. & Broad St., Philadelphia","Wednesday, May 21, 2014",39.92416,-75.16956,Roadside,No,"Basketball, Professions & Vocations, Sports & Recreation","A founder of the Basketball Association of America in 1946, the forerunner to the NBA, Gottlieb was introduced to basketball as a student here in 1914. –The Mogul” coached the award-winning SPHAS from the 1920s to 1950s and became the first coach of the Philadelphia Warriors, winners of the NBAês inaugural championship in 1947. Gottlieb served the NBA as schedule maker for 30 years and Chairman of the Rules Committee for 25 years."
John C. Asbury (1862-1941),Philadelphia,"1710 Christian St., Philadelphia","Thursday, April 24, 2014",39.94058,-75.17157,City,No,"African American, Government & Politics 20th Century, Science & Medicine, Publishing & Journalism","A prominent African American Republican who as legislator sponsored a statewide civil rights bill in 1921 that served as a model for future efforts. He was a philanthropist, a founder of Eden Cemetery and Mercy Hospital, and editor of the Odd Fellowsê Journal. Asbury resided here."
Pennsylvania Bible Society,Philadelphia,"NW corner of 7th & Walnut Sts., Philadelphia","Saturday, April 26, 2014",39.94799,-75.15281,City,No,"Education, Publishing & Journalism, Religion","America's first Bible society, founded in 1808 by Robt. Ralston, Bishop Wm. White, and Dr. Benj. Rush. In 1812 PBS was first in the US to print Bibles using stereotyped plates which made them affordable and advanced literacy. Bible House has been its center of distribution since 1854."
Walter Golaski (1913-1996),Philadelphia,"On Drexel campus on Lancaster Walk, near Lancaster Ave. and 34th St. interesection, Philadelphia","Saturday, May 17, 2014",39.95721,-75.19081,Roadside,No,"Business & Industry, Ethnic & Immigration, Invention, Science & Medicine, Professions & Vocations","A Polish-American engineer and inventor. In the 1960s Drexel graduate Golaski perfected the Dense Knit Dacron Vascular Prosthesis, the first practical artificial blood vessel replacement, a life-saving medical advance. He began his career designing innovative machinery for the knitting industry, for which he received numerous patents. He encouraged scholarly and cultural exchange between Poland and the US. His workshop was here for many years."
Byberry Hall,Philadelphia,"3003 Byberry Rd., Philadelphia","Saturday, July 19, 2014",40.10173,-74.98084,Roadside,No,"African American, Government & Politics 19th Century, Underground Railroad","Meeting place built in 1846-47 adjacent to Byberry Friends Meeting by renowned African American abolitionist Robert Purvis and others to facilitate public discussion of slavery and other social issues. Many famous abolitionists such as James and Lucretia Mott and William Lloyd Garrison spoke here. Purvisês farm estate across Byberry Road was a regular station on the Underground Railroad. Purvis estimated he helped over 9,000 to escape."
Old St. Joseph's Roman Catholic Church,Philadelphia,"324 Walnut St., Philadelphia","Thursday, July 31, 2014",39.94722,-75.14765,Roadside,No,"Buildings & Architecture, Religion","In 1729, Rev. Joseph Greaton, SJ, established the earliest foundation of Catholicism in Pa. He was the churchês first pastor and the only Catholic priest in Philadelphia when the church was built in 1733. Jesuits from this parish founded the early frontier missions of Conewago in Adams County and Goshenhoppen in Berks County, as well as the first Catholic churches in New Jersey and Delaware."
Commodore John Barry (1745-1803),Philadelphia,"S Columbus Blvd. at Dock St. (near Hyatt and Indep. Seaport Mus.), Philadelphia","Wednesday, September 03, 2014",39.94548,-75.14204,Roadside,No,"American Revolution, George Washington, Government & Politics 18th Century, Military, Professions & Vocations","Following the creation of the US Navy in 1794 under President Washington, Barry was appointed first commissioned officer and Secretary. He oversaw construction of the nationês first fleet. He won numerous naval victories during the American Revolution, many on the Delaware River. Irish-born Barry came to Philadelphia as a youth and assumed command of his first ship at age 21. He remained in naval service until his death at Strawberry Mansion."
Mathew Carey (1760-1839),Philadelphia,"324 Marker St., Philadelphia","Sunday, September 14, 2014",39.95063,-75.14668,Roadside,No,"Ethnic & Immigration, Government & Politics 18th Century, Government & Politics 19th Century, Professions & Vocations, Publishing & Journalism, Writers","An Irish Catholic who emigrated to Philadelphia in 1784, Carey was a prominent printer and publisher and prolific writer. He was an influential political economist and nationalist, promoting the purchase of American goods over imports, a strong central bank, and protective tariffs. He was a civic leader and a founder of the Hibernian Society (1793), which provided support and relief for Irish immigrants. His print shop was here, 1792-1813."
John J. McDermott (1891-1971),Philadelphia,"Kingsessing Library, 1201 S 51st St., Philadelphia","Thursday, October 09, 2014",39.94203,-75.21821,Roadside,No,"Professions & Vocations, Sports & Recreation","In 1911 at the Chicago Golf Club, 19-year-old McDermott became the first American to win the US Open. He successfully defended his title the following year. One of the worldês top golfers between 1910 and 1914, he helped to popularize the game in this country. His career was cut short due to illness and he retired in 1914. This is his childhood neighborhood, where he caddied and learned to play at the Aronimink Golf Club, once located here."
Thomas A. Edison High School and the Vietnam War,Philadelphia,"8th St. & Lehigh Ave., Philadelphia","Saturday, November 08, 2014",39.99272,-75.14438,Roadside,No,"Education, Government & Politics 20th Century, Military Post-Civil War","Sixty-four former Edison students died in service to their country during the Vietnam War between 1965 and 1971 _ more than any school in the nation. These young men represent the burden and disparity of the war on poor rural and urban communities throughout America. Whether they enlisted voluntarily or were assigned draft numbers that they were unable to avoid by deferment, these men made the ultimate sacrifice."
Fairmount Park - Commonwealth Treasure,Philadelphia,"Kelly Dr. & Sedgely Dr., Philadelphia","Tuesday, October 09, 2001",39.96961,-75.18482,Roadside,No,"Buildings & Architecture, Environment, Sports & Recreation","The Pennsylvania Historical and Museum Commission declares Fairmount Park a Commonwealth Treasure for all to protect, preserve and enjoy the historical, architectural, environmental, botanical, cultural and recreational diversity of one of the largest city parks in the world."
Maxfield Parrish (1870-1966),Philadelphia,"in front of Curtis Bldg., S 6th St. between Sansom & Walnut.","Wednesday, September 16, 2015",39.94796,-75.15114,Roadside,No,"Artists, Professions & Vocations","One of Americaês most popular artists, Parrish was a pioneer in commercial and graphic art. A master illustrator, he was innovative in incorporating art in advertising. He is known for his signature vibrant blues, his choice of fantastical subjects, and capturing the spontaneity of action. He studied at the Pa. Academy of the Fine Arts and under Howard Pyle at Drexel. His Dream Garden mosaic here was created with Tiffany Studios in 1915."
Sigma Sound Studios,Philadelphia,"In front of parking lot at 211-219 N 12th St. (across the st. from site), Philadelphia","Thursday, October 15, 2015",39.95639,-75.15889,City,No,Music & Theater,"Established in 1968 by Joseph Tarsia, Sigma was known worldwide for its distinctive sound and recording innovations. Hits by The OêJays, Stylistics, and others produced at 212 N 12th St. by Gamble, Huff, and Bell drew top recording artists such as David Bowie and Stevie Wonder."
Anthony Palmer (1664-1749),Philadelphia,"at Palmer Cemetery, just inside main gate on Palmer St., between Belgrade & Memphis Sts., Philadelphia","Saturday, October 17, 2015",39.97425,-75.13013,Roadside,No,"Early Settlement, Government & Politics 18th Century, Governors, Native American, Professions & Vocations","Arriving in Philadelphia in 1705, Palmer established himself as a merchant. He served on provincial council and held several judicial posts. He became acting governor in 1748-1749 and used his diplomatic acumen to negotiate with the French, Spanish, and Native Americans. He worked with Benjamin Franklin to acquire the support and revenue to fortify and defend Pa. against raiding privateers. He founded the community of Kensington in the 1730s."
William Penn Charter School,Philadelphia,"left side of main entrance, 3000 W Schoolhouse Ln., Philadelphia","Friday, October 23, 2015",40.02212,-75.18689,Roadside,No,"African American, Education, Religion, William Penn, Women","Founded by Philadelphia Quakers in 1689 and first chartered by Penn in 1701, it was Pennsylvaniaês first public school and is the oldest continuously operating Friends school in the world. Pioneering educational initiatives were based on public charity and inclusion: free tuition to the poor, education for both genders, and acceptance of all races. Quaker roots and Pennês vision have been maintained. It moved to the present site in 1925."
Medical Library Association,Philadelphia,"1420-22 Chestnut St., Philadelphia","Wednesday, November 04, 2015",39.95065,-75.16508,City,No,"Education, Science & Medicine, Women","Worldês oldest medical library association founded here in 1898 to facilitate access to reliable medical literature for the improvement of health care. Among the US and Canadian founders were George M. Gould, MD; Sir William Osler, MD; and Margaret R. Charlton, librarian."
Dr. Constantine Hering (1800-1880),Philadelphia,"NW corner of 12th & Arch Sts., Philadelphia","Sunday, November 08, 2015",39.95404,-75.15953,City,No,"Education, Science & Medicine, Professions & Vocations","Cofounder of the first medical society and first homeopathic medical school in the US, Hering discovered major medicines and authored definitive texts on homeopathy. He advanced the art of healing through research and education. His home office was here."
Sarah Josepha Hale (1788-1879),Philadelphia,"922 Spruce St., Philadelphia","Saturday, November 14, 2015",39.94583,-75.15742,City,No,"Abraham Lincoln, Civil Rights, Government & Politics 19th Century, Professions & Vocations, Publishing & Journalism, Women, Writers","One of Americaês first woman editors, Hale greatly increased subscriptions to Godeyês Ladyês Book in her four decades as editor. She successfully promoted a national Thanksgiving Day to President Lincoln. The author and womenês rights advocate lived here."
Albert M. Greenfield (1887-1967),Philadelphia,"1315 Walnut St., Philadelphia","Thursday, April 21, 2016",39.94931,-75.16294,City,No,"African American, Business & Industry, Government & Politics 20th Century, Religion","Greenfield created an East Coast business empire here in retail, real estate, hotels, and banks. He supported equality for African Americans and received a papal award for promoting Catholic/Jewish harmony. He championed political reform locally and nationally."
Harvey Pollack (1922-2015),Philadelphia,"Grounds of Wells Fargo Center, near Xfinity, off Zinkoff Blvd., Philadelphia","Thursday, May 19, 2016",39.90361,-75.17009,Roadside,No,"Professions & Vocations, Sports & Recreation","Innovator of basketball statistics and player evaluation. NBA statistician from 1946 to 2014 with the Philadelphia Warriors and 76ers. Known as –Super Stat,” he revolutionized analysis by creating categories such as rebounds, assists, and turnovers. A Temple graduate, he received a Lifetime Achievement Award from the Naismith Memorial Basketball Hall of Fame in 2002. His annual NBA statistical guide was in demand worldwide."
Elfreth's Alley,Philadelphia,"2nd St. & Elfreth's Alley, Philadelphia","Friday, June 03, 2016",39.95279,-75.14292,City,No,"Buildings & Architecture, Business & Industry, Ethnic & Immigration, Labor","An exceptional collection of early American structures, built 1720s-1830s, the alley contained the homes and shops of diverse artisans. Later, working-class immigrants lived here and labored in nearby industries. Residents began preservation efforts in 1934."
